Source,Target,Type,weight,place
Astrid-Dragan,Mance-Rayder,Undirected,4,2
Astrid-Dragan,Ottyn-Wythers,Undirected,3,2
Astrid-Dragan,Qhorin-Halfhand,Undirected,12,2
Astrid-Dragan,Samuel-Tudose,Undirected,17,2
Astrid-Dragan,Thoren-Smallwood,Undirected,11,2
Jhogo,Jorah-Mormont,Undirected,6,2
Marcian-Manole,Lancel-Lannister,Undirected,4,2
Marcian-Manole,Oxana-Georgescu,Undirected,3,2
Marcian-Manole,Mace-Tyrell,Undirected,4,2
Marcian-Manole,Mandon-Moore,Undirected,8,2
Marcian-Manole,Olivia-Astin,Undirected,6,2
Marcian-Manole,Meryn-Trant,Undirected,19,2
Marcian-Manole,Mariana-Ivan,Undirected,13,2
Marcian-Manole,Osmund-Kettleblack,Undirected,9,2
Marcian-Manole,Petru-Bastril,Undirected,20,2
Marcian-Manole,Polliver,Undirected,3,2
Marcian-Manole,Simona-Enache,Undirected,6,2
Marcian-Manole,Rafford,Undirected,3,2
Marcian-Manole,Horia-Avram,Undirected,11,2
Marcian-Manole,Luiza-Dinu,Undirected,16,2
Marcian-Manole,Robert-Antonescu,Undirected,20,2
Marcian-Manole,Sebastian Clara,Undirected,27,2
Marcian-Manole,Sorina-Sicoe,Undirected,76,2
Marcian-Manole,Stan-Serv,Undirected,21,2
Marcian-Manole,Tickler,Undirected,4,2
Marcian-Manole,Tomas-Barat,Undirected,23,2
Marcian-Manole,Traian-Lascu,Undirected,92,2
Marcian-Manole,Timon-Lascu,Undirected,11,2
Marcian-Manole,Viorel-Ivan,Undirected,24,2
Marcian-Manole,Yoren,Undirected,3,2
Jojen-Reed,Ludwin-John,Undirected,7,2
Jojen-Reed,Meera-Reed,Undirected,18,2
Jojen-Reed,Osha,Undirected,4,2
Jojen-Reed,Mihnea-Dinu,Undirected,5,2
Jon-Fossoway,Mathis-Rowan,Undirected,3,2
Corina-Filip,Lark,Undirected,4,2
Corina-Filip,Mance-Rayder,Undirected,4,2
Corina-Filip,Nan,Undirected,4,2
Corina-Filip,Ottyn-Wythers,Undirected,3,2
Corina-Filip,Qhorin-Halfhand,Undirected,47,2
Corina-Filip,Rattleshirt,Undirected,7,2
Corina-Filip,Mihnea-Dinu,Undirected,5,2
Corina-Filip,Luiza-Dinu,Undirected,13,2
Corina-Filip,Robert-Antonescu,Undirected,6,2
Corina-Filip,Samuel-Tudose,Undirected,52,2
Corina-Filip,Stonesnake,Undirected,13,2
Corina-Filip,Thoren-Smallwood,Undirected,4,2
Corina-Filip,Ygritte,Undirected,12,2
Jon-Umber-(Greatjon),Luiza-Dinu,Undirected,8,2
Jorah-Mormont,Pono,Undirected,3,2
Jorah-Mormont,Rakharo,Undirected,3,2
Jorah-Mormont,Alexandru-Ene,Undirected,4,2
Jorah-Mormont,Robert-Antonescu,Undirected,7,2
Koss,Yoren,Undirected,5,2
Kyra,Ila-Vera,Undirected,4,2
Lancel-Lannister,Robert-Antonescu,Undirected,4,2
Lancel-Lannister,Sorina-Sicoe,Undirected,3,2
Lancel-Lannister,Traian-Lascu,Undirected,18,2
Lancel-Lannister,Viorel-Ivan,Undirected,3,2
Leobald-Tallhart,Rodrik-Cassel,Undirected,5,2
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,7,2
Lommy-Greenhands,Weasel,Undirected,7,2
Lommy-Greenhands,Woth,Undirected,3,2
Lommy-Greenhands,Yoren,Undirected,13,2
Oxana-Georgescu,Mace-Tyrell,Undirected,6,2
Oxana-Georgescu,Horia-Avram,Undirected,14,2
Oxana-Georgescu,Robert-Antonescu,Undirected,3,2
Oxana-Georgescu,Stan-Serv,Undirected,4,2
Oxana-Georgescu,Traian-Lascu,Undirected,8,2
Lorent-Caswell,Horia-Avram,Undirected,3,2
Lorren,Squint,Undirected,3,2
Lorren,Ila-Vera,Undirected,7,2
Lorren,Urzen,Undirected,3,2
Lorren,Wex-Pyke,Undirected,4,2
Ludwin-John,Meera-Reed,Undirected,4,2
Ludwin-John,Osha,Undirected,12,2
Ludwin-John,Mihnea-Dinu,Undirected,12,2
Ludwin-John,Luiza-Dinu,Undirected,6,2
Ludwin-John,Rodrik-Cassel,Undirected,18,2
Ludwin-John,Ila-Vera,Undirected,17,2
Ludwin-John,Daria-Balan,Undirected,4,2
Lisa-Arin,Traian-Lascu,Undirected,5,2
Mace-Tyrell,Paxter-Redwyne,Undirected,3,2
Mace-Tyrell,Randyll-Tarly,Undirected,3,2
Mace-Tyrell,Horia-Avram,Undirected,4,2
Mace-Tyrell,Stan-Serv,Undirected,3,2
Mance-Rayder,Qhorin-Halfhand,Undirected,4,2
Mance-Rayder,Thoren-Smallwood,Undirected,3,2
Mandon-Moore,Sebastian Clara,Undirected,5,2
Mandon-Moore,Sorina-Sicoe,Undirected,3,2
Mandon-Moore,Traian-Lascu,Undirected,16,2
Olivia-Astin,Horia-Avram,Undirected,13,2
Olivia-Astin,Sorina-Sicoe,Undirected,4,2
Olivia-Astin,Viorel-Ivan,Undirected,3,2
Martyn-Rivers,Luiza-Dinu,Undirected,3,2
Mathis-Rowan,Randyll-Tarly,Undirected,4,2
Mathis-Rowan,Horia-Avram,Undirected,8,2
Mathis-Rowan,Stan-Serv,Undirected,3,2
Meera-Reed,Osha,Undirected,6,2
Meera-Reed,Mihnea-Dinu,Undirected,6,2
Mirela-Marian,Horia-Avram,Undirected,4,2
Mirela-Marian,Selyse-Florent,Undirected,6,2
Mirela-Marian,Stan-Serv,Undirected,14,2
Meryn-Trant,Osmund-Kettleblack,Undirected,8,2
Meryn-Trant,Polliver,Undirected,3,2
Meryn-Trant,Rafford,Undirected,3,2
Meryn-Trant,Sebastian Clara,Undirected,10,2
Meryn-Trant,Tickler,Undirected,5,2
Meryn-Trant,Traian-Lascu,Undirected,7,2
Mikken,Osha,Undirected,3,2
Mikken,Ila-Vera,Undirected,4,2
Monford-Velaryon,Stan-Serv,Undirected,3,2
Mariana-Ivan,Luiza-Dinu,Undirected,3,2
Mariana-Ivan,Robert-Arin,Undirected,4,2
Mariana-Ivan,Sebastian Clara,Undirected,4,2
Mariana-Ivan,Sorina-Sicoe,Undirected,6,2
Mariana-Ivan,Tomas-Barat,Undirected,12,2
Mariana-Ivan,Trystane-Martell,Undirected,4,2
Mariana-Ivan,Traian-Lascu,Undirected,8,2
Olyvar-Frey,Luiza-Dinu,Undirected,4,2
Osha,Mihnea-Dinu,Undirected,8,2
Osha,Luiza-Dinu,Undirected,3,2
Osha,Ila-Vera,Undirected,4,2
Osmund-Kettleblack,Osney-Kettleblack,Undirected,4,2
Osmund-Kettleblack,Sorina-Sicoe,Undirected,4,2
Osmund-Kettleblack,Traian-Lascu,Undirected,7,2
Ottyn-Wythers,Samuel-Tudose,Undirected,3,2
Palla,Ila-Vera,Undirected,3,2
Perwyn-Frey,Luiza-Dinu,Undirected,3,2
Perwyn-Frey,Wendel-Manderly,Undirected,3,2
Petru-Bastril,Podrick-Payne,Undirected,4,2
Petru-Bastril,Simona-Enache,Undirected,8,2
Petru-Bastril,Horia-Avram,Undirected,5,2
Petru-Bastril,Sorina-Sicoe,Undirected,4,2
Petru-Bastril,Stan-Serv,Undirected,8,2
Petru-Bastril,Traian-Lascu,Undirected,41,2
Petru-Bastril,Viorel-Ivan,Undirected,27,2
Podrick-Payne,Traian-Lascu,Undirected,13,2
Polliver,Rafford,Undirected,7,2
Polliver,Sebastian Clara,Undirected,3,2
Polliver,Tickler,Undirected,3,2
Polliver,Weese,Undirected,3,2
Preston-Greenfield,Traian-Lascu,Undirected,3,2
Pyat-Pree,Xaro-Xhoan-Daxos,Undirected,10,2
Simona-Enache,Robert-Antonescu,Undirected,3,2
Simona-Enache,Shagga,Undirected,4,2
Simona-Enache,Stan-Serv,Undirected,3,2
Simona-Enache,Traian-Lascu,Undirected,21,2
Simona-Enache,Viorel-Ivan,Undirected,9,2
Pylos,Shireen-Baratheon,Undirected,5,2
Pylos,Stan-Serv,Undirected,11,2
Qhorin-Halfhand,Rattleshirt,Undirected,3,2
Qhorin-Halfhand,Stonesnake,Undirected,6,2
Qhorin-Halfhand,Thoren-Smallwood,Undirected,3,2
Qyburn,Roose-Bolton,Undirected,3,2
Rafford,Sebastian Clara,Undirected,3,2
Rafford,Tickler,Undirected,4,2
Ramsay-Snow,Reek,Undirected,4,2
Ramsay-Snow,Luiza-Dinu,Undirected,3,2
Ramsay-Snow,Rodrik-Cassel,Undirected,5,2
Ramsay-Snow,Roose-Bolton,Undirected,5,2
Randyll-Tarly,Horia-Avram,Undirected,6,2
Randyll-Tarly,Stan-Serv,Undirected,3,2
Rattleshirt,Ygritte,Undirected,4,2
Ramsay-Snow,Ila-Vera,Undirected,14,2
Horia-Avram,Luiza-Dinu,Undirected,22,2
Horia-Avram,Robert-Antonescu,Undirected,29,2
Horia-Avram,Sorina-Sicoe,Undirected,4,2
Horia-Avram,Stan-Serv,Undirected,70,2
Horia-Avram,Steffon-Baratheon,Undirected,3,2
Horia-Avram,Traian-Lascu,Undirected,14,2
Horia-Avram,Timon-Lascu,Undirected,3,2
Horia-Avram,Viorel-Ivan,Undirected,5,2
Alexandru-Ene,Robert-Antonescu,Undirected,5,2
Alexandru-Ene,Cornelia-Traian,Undirected,3,2
Rickard-Karstark,Luiza-Dinu,Undirected,3,2
Mihnea-Dinu,Luiza-Dinu,Undirected,12,2
Mihnea-Dinu,Rodrik-Cassel,Undirected,3,2
Mihnea-Dinu,Sorina-Sicoe,Undirected,5,2
Mihnea-Dinu,Ila-Vera,Undirected,8,2
Mihnea-Dinu,Daria-Balan,Undirected,5,2
Luiza-Dinu,Robert-Antonescu,Undirected,3,2
Luiza-Dinu,Rodrik-Cassel,Undirected,9,2
Luiza-Dinu,Roose-Bolton,Undirected,7,2
Luiza-Dinu,Sorina-Sicoe,Undirected,11,2
Luiza-Dinu,Stafford-Lannister,Undirected,5,2
Luiza-Dinu,Stan-Serv,Undirected,12,2
Luiza-Dinu,Ila-Vera,Undirected,21,2
Luiza-Dinu,Traian-Lascu,Undirected,18,2
Luiza-Dinu,Timon-Lascu,Undirected,6,2
Luiza-Dinu,Viorel-Ivan,Undirected,3,2
Luiza-Dinu,Walder-Frey,Undirected,6,2
Luiza-Dinu,Wyman-Manderly,Undirected,3,2
Robert-Antonescu,Sorina-Sicoe,Undirected,6,2
Robert-Antonescu,Stan-Serv,Undirected,25,2
Robert-Antonescu,Traian-Lascu,Undirected,10,2
Robert-Antonescu,Timon-Lascu,Undirected,4,2
Robert-Antonescu,Viorel-Ivan,Undirected,4,2
Robett-Glover,Rorge,Undirected,3,2
Robett-Glover,Vargo-Hoat,Undirected,3,2
Rodrik-Cassel,Roose-Bolton,Undirected,4,2
Rodrik-Cassel,Ila-Vera,Undirected,12,2
Rodrik-Cassel,Daria-Balan,Undirected,3,2
Rodrik-Cassel,Wyman-Manderly,Undirected,6,2
Roose-Bolton,Timon-Lascu,Undirected,5,2
Roose-Bolton,Vargo-Hoat,Undirected,6,2
Roose-Bolton,Walder-Frey,Undirected,3,2
Rorge,Vargo-Hoat,Undirected,3,2
Rorge,Yoren,Undirected,4,2
Salladhor-Saan,Stan-Serv,Undirected,6,2
Sebastian Clara,Sorina-Sicoe,Undirected,19,2
Sebastian Clara,Tickler,Undirected,5,2
Sebastian Clara,Tomas-Barat,Undirected,5,2
Sebastian Clara,Traian-Lascu,Undirected,13,2
Sorina-Sicoe,Stan-Serv,Undirected,8,2
Sorina-Sicoe,Tanda-Stokeworth,Undirected,4,2
Sorina-Sicoe,Tomas-Barat,Undirected,10,2
Sorina-Sicoe,Traian-Lascu,Undirected,31,2
Selyse-Florent,Stan-Serv,Undirected,15,2
Shadd,Wendel-Manderly,Undirected,3,2
Shae,Stan-Serv,Undirected,3,2
Shae,Traian-Lascu,Undirected,30,2
Shae,Tysha,Undirected,3,2
Shae,Viorel-Ivan,Undirected,16,2
Shagga,Timett,Undirected,4,2
Shagga,Traian-Lascu,Undirected,15,2
Squint,Ila-Vera,Undirected,3,2
Stan-Serv,Steffon-Baratheon,Undirected,3,2
Stan-Serv,Traian-Lascu,Undirected,39,2
Stan-Serv,Timon-Lascu,Undirected,4,2
Stan-Serv,Viorel-Ivan,Undirected,5,2
Stonesnake,Ygritte,Undirected,3,2
Stygg,Ila-Vera,Undirected,4,2
Stygg,Werlag,Undirected,3,2
Syrio-Forel,Yoren,Undirected,3,2
Tanda-Stokeworth,Traian-Lascu,Undirected,4,2
Ila-Vera,Urzen,Undirected,3,2
Ila-Vera,Victarion-Greyjoy,Undirected,3,2
Ila-Vera,Werlag,Undirected,3,2
Ila-Vera,Wex-Pyke,Undirected,14,2
Timett,Traian-Lascu,Undirected,10,2
Timett,Viorel-Ivan,Undirected,3,2
Tomas-Barat,Traian-Lascu,Undirected,10,2
Traian-Lascu,Tysha,Undirected,4,2
Traian-Lascu,Timon-Lascu,Undirected,6,2
Traian-Lascu,Viorel-Ivan,Undirected,63,2
Traian-Lascu,Vylarr,Undirected,6,2
Timon-Lascu,Vargo-Hoat,Undirected,4,2
Timon-Lascu,Weese,Undirected,7,2
Weasel,Weese,Undirected,6,2
Woth,Yoren,Undirected,4,2
Palla,Ramsay-Snow,Undirected,3,
