Source,Target,Type,weight,place
Corina-Filip,Samuel-Tudose,Undirected,81,1
Corina-Filip,Sorina-Sicoe,Undirected,8,1
Corina-Filip,Ila-Vera,Undirected,8,1
Corina-Filip,Todder,Undirected,13,1
Corina-Filip,Traian-Lascu,Undirected,56,1
Corina-Filip,Yoren,Undirected,6,1
Vlad-Drugau,Maege-Mormont,Undirected,5,1
Vlad-Drugau,Rickard-Karstark,Undirected,7,1
Vlad-Drugau,Luiza-Dinu,Undirected,8,1
Vlad-Drugau,Roose-Bolton,Undirected,3,1
Vlad-Drugau,Ila-Vera,Undirected,5,1
Vlad-Drugau,Timon-Lascu,Undirected,3,1
Jonos-Bracken,Tytos-Blackwood,Undirected,3,1
Madalina-Ionascu,Mariana-Mitu,Undirected,5,1
Madalina-Ionascu,Qotho,Undirected,7,1
Madalina-Ionascu,Alexandru-Ene,Undirected,5,1
Madalina-Ionascu,Robert-Antonescu,Undirected,3,1
Madalina-Ionascu,Cornelia-Traian,Undirected,15,1
Aimee-Cassel,Teodora-Naumovici,Undirected,3,1
Aimee-Cassel,Petru-Bastril,Undirected,8,1
Aimee-Cassel,Luiza-Dinu,Undirected,9,1
Aimee-Cassel,Robert-Antonescu,Undirected,7,1
Aimee-Cassel,Rodrik-Cassel,Undirected,5,1
Aimee-Cassel,Sorina-Sicoe,Undirected,9,1
Aimee-Cassel,Stan-Serv,Undirected,3,1
Aimee-Cassel,Ila-Vera,Undirected,3,1
Aimee-Cassel,Tomard,Undirected,5,1
Aimee-Cassel,Vayon-Poole,Undirected,5,1
Aimee-Cassel,Wyl-(guard),Undirected,6,1
Joseth,Ludwin-John,Undirected,3,1
Jyck,Morrec,Undirected,5,1
Jyck,Traian-Lascu,Undirected,6,1
Karyl-Vance,Marq-Piper,Undirected,3,1
Andreea-Petre,Traian-Lascu,Undirected,15,1
Andreea-Petre,Timon-Lascu,Undirected,9,1
Kurleket,Traian-Lascu,Undirected,5,1
Lancel-Lannister,Robert-Antonescu,Undirected,3,1
Leo-Lefford,Traian-Lascu,Undirected,4,1
Oxana-Georgescu,Mace-Tyrell,Undirected,3,1
Oxana-Georgescu,Petru-Bastril,Undirected,5,1
Oxana-Georgescu,Horia-Avram,Undirected,5,1
Oxana-Georgescu,Robert-Antonescu,Undirected,4,1
Oxana-Georgescu,Rodrik-Cassel,Undirected,3,1
Oxana-Georgescu,Sebastian-Clara,Undirected,4,1
Oxana-Georgescu,Sorina-Sicoe,Undirected,14,1
Ludwin-John,Nan,Undirected,4,1
Ludwin-John,Osha,Undirected,16,1
Ludwin-John,Rickard-Karstark,Undirected,3,1
Ludwin-John,Mihnea-Dinu,Undirected,9,1
Ludwin-John,Luiza-Dinu,Undirected,20,1
Ludwin-John,Rodrik-Cassel,Undirected,3,1
Ludwin-John,Ila-Vera,Undirected,10,1
Ludwin-John,Tomas-Barat,Undirected,3,1
Ludwin-John,Traian-Lascu,Undirected,10,1
Liana-Avram,Robert-Antonescu,Undirected,9,1
Liana-Avram,Sorina-Sicoe,Undirected,4,1
Lyn-Corbray,Lisa-Arin,Undirected,3,1
Lisa-Arin,Petru-Bastril,Undirected,4,1
Lisa-Arin,Robert-Arin,Undirected,8,1
Lisa-Arin,Robert-Antonescu,Undirected,5,1
Lisa-Arin,Stan-Serv,Undirected,4,1
Lisa-Arin,Traian-Lascu,Undirected,25,1
Lisa-Arin,Vardis-Egen,Undirected,5,1
Mace-Tyrell,Paxter-Redwyne,Undirected,3,1
Maege-Mormont,Rickard-Karstark,Undirected,3,1
Lisa-Anton,Sorina-Sicoe,Undirected,4,1
Marillion,Rodrik-Cassel,Undirected,5,1
Marillion,Traian-Lascu,Undirected,10,1
Marillion,Willis-Wode,Undirected,4,1
Marq-Piper,Timon-Lascu,Undirected,3,1
Meryn-Trant,Robert-Antonescu,Undirected,3,1
Meryn-Trant,Sebastian-Clara,Undirected,4,1
Meryn-Trant,Sorina-Sicoe,Undirected,5,1
Meryn-Trant,Syrio-Forel,Undirected,5,1
Mariana-Mitu,Qotho,Undirected,9,1
Mord,Traian-Lascu,Undirected,20,1
Teodora-Naumovici,Mariana-Ivan,Undirected,12,1
Teodora-Naumovici,Petru-Bastril,Undirected,3,1
Teodora-Naumovici,Robert-Antonescu,Undirected,7,1
Teodora-Naumovici,Sorina-Sicoe,Undirected,43,1
Morrec,Traian-Lascu,Undirected,5,1
Mycah,Sebastian-Clara,Undirected,5,1
Mycah,Sorina-Sicoe,Undirected,10,1
Mariana-Ivan,Robert-Antonescu,Undirected,3,1
Mariana-Ivan,Sorina-Sicoe,Undirected,8,1
Mariana-Ivan,Tomas-Barat,Undirected,6,1
Nan,Luiza-Dinu,Undirected,4,1
Osha,Luiza-Dinu,Undirected,3,1
Petru-Bastril,Simona-Enache,Undirected,14,1
Petru-Bastril,Horia-Avram,Undirected,12,1
Petru-Bastril,Robert-Antonescu,Undirected,30,1
Petru-Bastril,Rodrik-Cassel,Undirected,7,1
Petru-Bastril,Sebastian-Clara,Undirected,3,1
Petru-Bastril,Sorina-Sicoe,Undirected,8,1
Petru-Bastril,Tomard,Undirected,4,1
Petru-Bastril,Traian-Lascu,Undirected,11,1
Petru-Bastril,Viorel-Ivan,Undirected,29,1
Simona-Enache,Horia-Avram,Undirected,7,1
Simona-Enache,Robert-Antonescu,Undirected,26,1
Simona-Enache,Sorina-Sicoe,Undirected,8,1
Simona-Enache,Stan-Serv,Undirected,3,1
Simona-Enache,Timon-Lascu,Undirected,4,1
Simona-Enache,Viorel-Ivan,Undirected,17,1
Pypar,Rast,Undirected,4,1
Pypar,Samuel-Tudose,Undirected,11,1
Pypar,Todder,Undirected,8,1
Qotho,Quaro,Undirected,4,1
Quaro,Rakharo,Undirected,6,1
Randyll-Tarly,Samuel-Tudose,Undirected,5,1
Rast,Samuel-Tudose,Undirected,3,1
Raymun-Darry,Robert-Antonescu,Undirected,8,1
Horia-Avram,Luiza-Dinu,Undirected,3,1
Horia-Avram,Robert-Antonescu,Undirected,42,1
Horia-Avram,Sebastian-Clara,Undirected,7,1
Horia-Avram,Sorina-Sicoe,Undirected,5,1
Horia-Avram,Stan-Serv,Undirected,19,1
Horia-Avram,Traian-Lascu,Undirected,4,1
Horia-Avram,Viorel-Ivan,Undirected,9,1
Alexandru-Ene,Robert-Antonescu,Undirected,22,1
Alexandru-Ene,Sorina-Sicoe,Undirected,3,1
Alexandru-Ene,Timon-Lascu,Undirected,4,1
Alexandru-Ene,Cornelia-Traian,Undirected,5,1
Rickard-Karstark,Luiza-Dinu,Undirected,9,1
Rickard-Karstark,Roose-Bolton,Undirected,3,1
Mihnea-Dinu,Luiza-Dinu,Undirected,20,1
Mihnea-Dinu,Sorina-Sicoe,Undirected,8,1
Mihnea-Dinu,Traian-Lascu,Undirected,4,1
Luiza-Dinu,Robert-Antonescu,Undirected,6,1
Luiza-Dinu,Rodrik-Cassel,Undirected,15,1
Luiza-Dinu,Roose-Bolton,Undirected,6,1
Luiza-Dinu,Samuel-Tudose,Undirected,4,1
Luiza-Dinu,Sorina-Sicoe,Undirected,13,1
Luiza-Dinu,Stiv,Undirected,3,1
Luiza-Dinu,Ila-Vera,Undirected,37,1
Luiza-Dinu,Torrhen-Karstark,Undirected,3,1
Luiza-Dinu,Traian-Lascu,Undirected,11,1
Luiza-Dinu,Timon-Lascu,Undirected,9,1
Luiza-Dinu,Walder-Frey,Undirected,7,1
Luiza-Dinu,Wendel-Manderly,Undirected,3,1
Luiza-Dinu,Yoren,Undirected,3,1
Robert-Arin,Traian-Lascu,Undirected,9,1
Robert-Antonescu,Sebastian-Clara,Undirected,9,1
Robert-Antonescu,Sorina-Sicoe,Undirected,26,1
Robert-Antonescu,Stan-Serv,Undirected,21,1
Robert-Antonescu,Tomas-Barat,Undirected,3,1
Robert-Antonescu,Traian-Lascu,Undirected,18,1
Robert-Antonescu,Timon-Lascu,Undirected,13,1
Robert-Antonescu,Viorel-Ivan,Undirected,36,1
Robert-Antonescu,Vayon-Poole,Undirected,3,1
Robert-Antonescu,Cornelia-Traian,Undirected,7,1
Rodrik-Cassel,Ila-Vera,Undirected,6,1
Rodrik-Cassel,Traian-Lascu,Undirected,10,1
Rodrik-Cassel,Willis-Wode,Undirected,7,1
Roose-Bolton,Timon-Lascu,Undirected,4,1
Sebastian-Clara,Sorina-Sicoe,Undirected,23,1
Sebastian-Clara,Traian-Lascu,Undirected,5,1
Sorina-Sicoe,Stan-Serv,Undirected,3,1
Sorina-Sicoe,Tomard,Undirected,3,1
Sorina-Sicoe,Traian-Lascu,Undirected,3,1
Sorina-Sicoe,Viorel-Ivan,Undirected,4,1
Shae,Traian-Lascu,Undirected,12,1
Shagga,Timett,Undirected,4,1
Shagga,Traian-Lascu,Undirected,17,1
Shagga,Ulf Umar,Undirected,4,1
Stan-Serv,Timon-Lascu,Undirected,4,1
Stan-Serv,Viorel-Ivan,Undirected,5,1
Stevron-Frey,Walder-Frey,Undirected,3,1
Ila-Vera,Traian-Lascu,Undirected,3,1
Ila-Vera,Timon-Lascu,Undirected,3,1
Ila-Vera,Walder-Frey,Undirected,4,1
Timett,Traian-Lascu,Undirected,3,1
Tomas-Barat,Traian-Lascu,Undirected,3,1
Traian-Lascu,Timon-Lascu,Undirected,40,1
Traian-Lascu,Vardis-Egen,Undirected,9,1
Traian-Lascu,Viorel-Ivan,Undirected,3,1
Traian-Lascu,Willis-Wode,Undirected,4,1
Traian-Lascu,Yoren,Undirected,10,1
Timon-Lascu,Viorel-Ivan,Undirected,4,1
Timon-Lascu,Walder-Frey,Undirected,8,1
Waymar-Royce,Daria-Zara,Undirected,18,1
Mihai-Constantin,Ila-Vera,Undirected,24,1
Mihai-Constantin,Rodica-Vasile,Undirected,32,1
Mihai-Constantin,Mihnea-Dinu,Undirected,17,1
Stan-Serv,Mihai-Constantin,Undirected,10,1
Sorina-Sicoe,Mihai-Constantin,Undirected,4,1
Luiza-Dinu,Mihai-Constantin,Undirected,8,1
Simona-Enache,Mihai-Constantin,Undirected,18,1
Rickard-Karstark,Mihai-Constantin,Undirected,24,1
Mycah,Mihai-Constantin,Undirected,32,1
Oxana-Georgescu,Mihai-Constantin,Undirected,17,1
